name,url,url_resolved,homepage,favicon,country,countrycode,state,codec,bitrate,geo_lat,geo_long,Music Genre,Decade,Topic,Lang,Mood
Estación Vinilo 89.1,http://173.255.205.241:1127/;,http://173.255.205.241:1127/;,http://radiovinilo.com.ar/,http://radiovinilo.com.ar/favicon.ico,Argentina,AR,"Mar del Plata, Pcia. de Buenos Aires",MP3,24,-38.09306600285666,-57.59033203125001,,,"news,talk",spanish,
Estacion XLW,http://radio.solumedia.com.ar:7009/;,http://radio.solumedia.com.ar:7009/;,https://www.estacionxlw.com.ar/,https://static.wixstatic.com/media/1d987a_ab01d7b05c944f6689cdd96057cf84d6%7emv2.png/v1/fill/w_180%2ch_180%2clg_1%2cusm_0.66_1.00_0.01/1d987a_ab01d7b05c944f6689cdd96057cf84d6%7emv2.png,Argentina,AR,San Luis,AAC+,112,-33.30086204301474,-66.33772641420366,,,,,
"Estéreo Digital - 104.9 FM - XHNVG-FM - Grupo BM Radio - Nuevo Casas Grandes, Chihuahua",https://stream.zeno.fm/usrf978ub84tv,https://stream-151.zeno.fm/usrf978ub84tv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJ1c3JmOTc4dWI4NHR2IiwiaG9zdCI6InN0cmVhbS0xNTEuemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiVG12WVNaTkJTbjZIWGZmS0Y0SVp3QSIsImlhdCI6MTc1MDA2NDYwOSwiZXhwIjoxNzUwMDY0NjY5fQ.34homWtEmdVE7TtdUnvglqhkReDFRnSELreJo2DBmKI,https://nvg.gbmradio.com/,,Mexico,MX,Chihuahua,MP3,0,30.41814901176457,-107.90677070617676,rock,,,spanish,
ESTEREO REY,https://server.radiogs.net/8174/stream,https://server.radiogs.net/8174/stream,https://estereorey.com/,,The United States Of America,US,Nebraska,MP3,128,41.27393614529455,-95.899658203125,,,,,
Estilo FM 86.7,https://cloud1.cdnseguro.com:20492/stream,https://cloud1.cdnseguro.com:20492/stream,https://estilo.fm.br/,,Brazil,BR,Sao Paulo (Brazil),AAC+,32,-23.557807338772893,-46.6602310538292,,,,,
Estilo FM Litoral 93.3 Mhz (Cubatão - SP) (ZYU943),https://cloud1.cdnseguro.com:20492/stream,https://cloud1.cdnseguro.com:20492/stream,https://www.estilo.fm.br/,https://estilo.fm.br/wp-content/uploads/2023/12/ESTILO-FM-SP-300x300.png,Brazil,BR,São Paulo,AAC+,32,-23.88711176148329,-46.426806449890144,classical,,,,
Estirpe Nacional 1250 AM,https://b2-f000.radiocut.com.ar/file/radiocut-2023/estirpe/171/577/1715771741.157-180.010.mp3,https://b2-f000.radiocut.com.ar/file/radiocut-2023/estirpe/171/577/1715771741.157-180.010.mp3,https://ar.radiocut.fm/radiostation/estirpe/listen/,,Argentina,AR,"San Justo, Buenos Aires",MP3,0,-34.68320034433222,-58.560175895690925,,,"news,talk",spanish,
Estonian Party Radio,http://maggie.torontocast.com:8110/stream.m3u,http://maggie.torontocast.com:8110/stream,https://raadiod.com/estonian-party/,https://cdn.instant.audio/images/brand/icon_192x192.png,Estonia,EE,,AAC,128,58.95850707383433,25.438627472909296,dance / electronic,,,english,
"Estrellas de los 80s Radio (Monterrey) - Online - www.estrellasdelos80s.com - Grupo Digital Radioland - Monterrey, Nuevo León",https://panel.retrolandigital.com/listen/estrellas_de_los_80s/listen,https://panel.retrolandigital.com/listen/estrellas_de_los_80s/listen,https://estrellasdelos80s.com/,,Mexico,MX,Nuevo León,AAC,96,25.682493410665984,-100.31607627868654,,80s,,spanish,
Ethio FM 107.8,https://stream.zeno.fm/72y045deqeruv,https://stream-159.zeno.fm/72y045deqeruv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiI3MnkwNDVkZXFlcnV2IiwiaG9zdCI6InN0cmVhbS0xNTkuemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiazREWVhlT3RSTW10elNXOXZuS1ZDQSIsImlhdCI6MTc1MDA1OTkyNiwiZXhwIjoxNzUwMDU5OTg2fQ.SpGBfO2cEjbxztTUBirMcYcnjZTc_lsSFEVEfd46LIo,https://zeno.fm/radio/ethiofm107_8/,https://proxy.zeno.fm/content/stations/agxzfnplbm8tc3RhdHNyMgsSCkF1dGhDbGllbnQYgIDgpIe5mgsMCxIOU3RhdGlvblByb2ZpbGUYgIDglIiptQsMogEEemVubw/image/,Ethiopia,ET,,MP3,0,9.016616271939526,38.7762451171875,,,community,african,
Ethio Oldies,https://www.ethioldies.com/listen/ethioldies/radio.mp3,https://www.ethioldies.com/listen/ethioldies/radio.mp3,https://www.ethioldies.com/,https://www.ethioldies.com/static/uploads/browser_icon/192.1732350958.png,Ethiopia,ET,,MP3,192,8.798225459016345,39.08935546875001,oldies,"60s,70s,80s,90s",,african,
EthiOldies,https://www.ethioldies.com/listen/ethioldies/radio.mp3,https://www.ethioldies.com/listen/ethioldies/radio.mp3,https://www.ethioldies.com/,,Ethiopia,ET,,MP3,192,9.345007359408424,39.07980895561983,,,,,
Ethiopian Orthodox Church Mezmur,https://stream.zeno.fm/pfaho9uockwuv,https://stream-178.zeno.fm/pfaho9uockwuv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJwZmFobzl1b2Nrd3V2IiwiaG9zdCI6InN0cmVhbS0xNzguemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiT2diamlldTVURmE2NjVRV2lXUHN3USIsImlhdCI6MTc1MDA2NDc5MywiZXhwIjoxNzUwMDY0ODUzfQ.VREWC0UyZf3LtyYKTn5do9XtSZTeh1nKOkFB9XvAL2g,https://zeno.fm/radio/orthodox/,https://zenoimages.s3.us-west-001.backblazeb2.com/fea86ed7-365e-4a74-8a62-653577898d5c/images/logo,Ethiopia,ET,Addis Ababa,MP3,0,8.985377150376285,38.79272460937501,,,religion,african,
ETIB Euskal Kantak,http://multimedia.eitb.eus/live-content/eitbeuskalkantak-hls/master.m3u8,http://multimedia.eitb.eus/live-content/eitbeuskalkantak-hls/master.m3u8,https://www.eitb.eus/eu/irratia/eitb-euskal-kantak/,https://www.eitb.eus/apple-touch-icon.png,Spain,ES,Basque Country,AAC,128,42.941746682038946,-2.302240818650294,,,,,
Etzanda Irratia,http://51.68.46.71:9000/eztanda.mp3,http://51.68.46.71:9000/eztanda.mp3,https://www.eztanda.com/,,Spain,ES,Euskal Herria,MP3,80,43.30079643721492,-2.01324462890625,,,,spanish,
euer-radio (www.Euer - Radio.DE),http://s2.euer.tv/audio320,http://s2.euer.tv/audio320,http://www.euer-radio.de/,https://www.euer-radio.de/images/Logo6.Erde.png,Germany,DE,,MP3,320,51.26113,7.18916,dance / electronic,,,german,
euer-radio (www.Euer - Radio.DE),http://s2.euer.tv/audio320,http://s2.euer.tv/audio320,http://www.euer-radio.de/,https://www.euer-radio.de/images/Logo6.Erde.png,Germany,DE,,MP3,320,51.26113,7.18916,dance / electronic,,,german,
euer-radio (www.Euer - Radio.DE),http://s2.euer.tv/audio320,http://s2.euer.tv/audio320,http://www.euer-radio.de/,https://www.euer-radio.de/images/Logo6.Erde.png,Germany,de,,MP3,320,51.26113,7.18916,dance / electronic,,,german,
euer-radio (www.Euer - Radio.DE),http://s2.euer.tv/audio320,,http://www.euer-radio.de/,https://www.euer-radio.de/images/Logo6.Erde.png,Germany,de,,MP3,320,51.26113,7.18916,dance / electronic,,,,
Euro Music Radio,https://a1.asurahosting.com:9480/radio.mp3,https://a1.asurahosting.com:9480/radio.mp3,https://radioeuromusic.eu/,https://radioeuromusic.eu/wp-content/uploads/2023/11/uj-szpot-7060902000-mp3-image.png,Hungary,HU,Budapest,MP3,192,47.47834818382118,19.099731445312504,,"80s,90s",,,
Euronews Bulgaria,https://play.euronews.bg/stream?1710950223133,https://play.euronews.bg/stream?1710950223133,https://radio.euronews.bg/,https://radio.euronews.bg/wp-content/uploads/2024/12/Radio-Logo-Blue.jpg,Bulgaria,BG,Sofia,MP3,128,42.64777911664752,23.33493463829088,,,news,,
Europa Beat,https://s4.radio.co/s13e4f2090/listen,https://s4.radio.co/s13e4f2090/listen,https://europabeat.com/,https://images.app.goo.gl/HB8KPSvFAJLp7zKZ7,Chile,CL,Viña del Mar,MP3,128,-33.02837388359625,-71.55979156494142,,,,,
Europa FM,https://astreaming.edi.ro:8443/EuropaFM_aac,https://astreaming.edi.ro:8443/EuropaFM_aac,http://www.europafm.ro/,,Romania,RO,,AAC,64,44.43476092890601,26.15563250162952,,,,,
Europa FM Guipuzcoa,https://stream.zeno.fm/se76qau1hc9uv,https://stream-156.zeno.fm/se76qau1hc9uv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJzZTc2cWF1MWhjOXV2IiwiaG9zdCI6InN0cmVhbS0xNTYuemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiWExTR1NVTW1TYWlHTjBVT1RERFZiUSIsImlhdCI6MTc1MDA1ODMzNywiZXhwIjoxNzUwMDU4Mzk3fQ.8IhMIldUxSxof3SoB5o3gNPD-mt_pnhDAPOsw9PkFQA,https://stream.zeno.fm/se76qau1hc9uv,,Spain,ES,,MP3,0,43.32140193237451,-1.9830322265625,,,,spanish,
Europa Plus,https://s5.radioforge.com:7908/live?n=77357,https://s5.radioforge.com:7908/live?n=77357,https://europaplus.kiev.ua/,https://europaplus.kiev.ua/europa-box/2020/10/cropped-EP_Logo_final-180x180.png,Ukraine,UA,Kyiv,MP3,128,50.42239259825609,30.52554488182068,dance / electronic,,,ukrainian,
Europa Plus (Днепр),http://212.115.224.146:8000/evropa,http://212.115.224.146:8000/evropa,https://europaplus.dp.ua/,https://europaplus.dp.ua/var/themes/default/dist/images/logo-n.png,Ukraine,UA,,MP3,128,48.45331944453718,35.05368779980741,,,,ukrainian,
Europa Plus 128aac,http://hls-02-europaplus.emgsound.ru/11/128/playlist.m3u8,http://hls-02-europaplus.emgsound.ru/11/128/playlist.m3u8,http://www.europaplus.ru/,,The Russian Federation,RU,,AAC,133,55.73312421803899,37.6213100552559,dance / electronic,,,russian,
Europa Radio Jazz HD,https://audio-edge-kef8b.ams.s.radiomast.io/818607ce-8815-42fb-8dfc-344234a0ff83,https://audio-edge-kef8b.ams.s.radiomast.io/818607ce-8815-42fb-8dfc-344234a0ff83,https://www.europaradiojazz.org/,,France,FR,,MP3,320,43.725856735841255,7.254409790039063,,,,,
Europe 2 Centre,https://europe2.lmn.fm/europe2-37000/playlist.m3u8,https://europe2.lmn.fm/europe2-37000/playlist.m3u8,https://www.facebook.com/Europe2Centre/,https://www.facebook.com/favicon.ico,France,FR,,AAC,127,47.38429473939809,0.7024383544921871,,,,,
Europe 2 Classics,https://europe2.lmn.fm/vr-wr2.mp3?aw_0_1st.playerid=lagardereappVirgin,https://europe2.lmn.fm/vr-wr2.mp3?aw_0_1st.playerid=lagardereappVirgin,https://www.europe2.fr/webradios,https://www.europe2.fr/wp-content/themes/melty/europeradio/assets/images/radio/radio_2002.png,France,FR,,MP3,128,48.857487002645485,2.34832763671875,rock,,,french,
Europe 2 Happy Rock Hours,https://europe2.lmn.fm/vr-wr5.mp3?aw_0_1st.playerid=lagardereappVirgin,https://europe2.lmn.fm/vr-wr5.mp3?aw_0_1st.playerid=lagardereappVirgin,https://www.europe2.fr/webradios,https://www.europe2.fr/wp-content/themes/melty/europeradio/assets/images/radio/radio_2005.png,France,FR,,MP3,128,48.860107180427654,2.34832763671875,rock,,,french,
Europe 2 Hits,https://europe2.lmn.fm/vr-wr4.mp3?aw_0_1st.playerid=lagardereappVirgin,https://europe2.lmn.fm/vr-wr4.mp3?aw_0_1st.playerid=lagardereappVirgin,https://www.europe2.fr/webradios,,France,FR,,MP3,128,48.85161367977706,2.351760864257813,rock,,,french,
Europe 2 Maine et loire,https://europe2.lmn.fm/europe2-49000/playlist.m3u8,https://europe2.lmn.fm/europe2-49000/playlist.m3u8,https://www.facebook.com/Europe2PaysdelaLoire/,,France,FR,,AAC,127,47.44592199277076,-0.54656982421875,,,,,
Europe 2 New,https://europe2.lmn.fm/vr-wr1.mp3?aw_0_1st.playerid=lagardereappVirgin,https://europe2.lmn.fm/vr-wr1.mp3?aw_0_1st.playerid=lagardereappVirgin,https://www.europe2.fr/webradios,https://www.europe2.fr/wp-content/themes/melty/europeradio/assets/images/radio/radio_2001.png,France,FR,,MP3,128,48.85920368443928,2.349014282226563,rock,,,french,
Europe 2 Nouvelle Scène,https://europe2.lmn.fm/vr-wr8.mp3?aw_0_1st.playerid=lagardereappVirgin,https://europe2.lmn.fm/vr-wr8.mp3?aw_0_1st.playerid=lagardereappVirgin,https://www.europe2.fr/webradios,https://www.europe2.fr/wp-content/themes/melty/europeradio/assets/images/radio/radio_2008.png,France,FR,,MP3,128,48.858119470483025,2.349014282226563,"pop,rock",,,french,
Europe 2 Pays de la Loire,https://europe2.lmn.fm/europe2-44000/playlist.m3u8,https://europe2.lmn.fm/europe2-44000/playlist.m3u8,https://www.europe2.fr/,https://www.europe2.fr/wp-content/themes/melty/europeradio/assets/images/favicons/favicon128.png,France,FR,Pays de la Loire,AAC,127,47.19020863186304,-1.471182645979965,rock,,,french,
Europe 2 Radio Officiel,https://europe2.lmn.fm/europe2-57600/playlist.m3u8?aw_0_1st.playerid=lagardereappEurope2,https://europe2.lmn.fm/europe2-57600/playlist.m3u8?aw_0_1st.playerid=lagardereappEurope2,https://www.europe2.fr/webradios,,France,FR,,AAC,127,48.852969123136674,2.34832763671875,rock,,,french,
Evosonic Radio,https://s4.radio.co/s136f5e1c3/listen,https://s4.radio.co/s136f5e1c3/listen,https://evosonic.de/,https://www.evosonic.de/wp-content/uploads/2021/08/favicon.png,Germany,DE,,MP3,320,50.9429620219044,6.981811523437501,dance / electronic,,,"english,german",
Evropa 2 - Actve,https://ice.actve.net/fm-evropa2-128,https://ice.actve.net/fm-evropa2-128,https://www.evropa2.cz/,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Evropa_2_Logo.png/200px-Evropa_2_Logo.png,Czechia,CZ,Czech Republic,MP3,128,50.070605881465355,14.429820477962496,,,,czech,
Exa FM,https://playerservices.streamtheworld.com/api/livestream-redirect/XHEXA_SC,https://19003.live.streamtheworld.com:443/XHEXA_SC,https://www.exafm.com/,https://www.exafm.com/u/plantillas/p/exa-fm/imgs/favicons//apple-touch-icon.png?v2,Mexico,MX,Ciudad de México,MP3,128,19.436809370143173,-99.13393020629884,"pop,reggae / world,rock",,,spanish,
"Exa FM (La Piedad) - 89.9 FM - XHLP-FM - Guizar Comunicación Integral - La Piedad, Michoacán",https://stream.zeno.fm/fc7ydby53hhvv,https://stream-155.zeno.fm/fc7ydby53hhvv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJmYzd5ZGJ5NTNoaHZ2IiwiaG9zdCI6InN0cmVhbS0xNTUuemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiakV0QXJqZ3NSRnl5WENmYWZ0Wnd0ZyIsImlhdCI6MTc1MDA2NjIxNywiZXhwIjoxNzUwMDY2Mjc3fQ.TICjl6gxuHVu6oW9LP_df4Ph3kkfyqOb9nOAw6p7Cps,https://exafm.com/lapiedad/,https://exafm.com/favicon.ico,Mexico,MX,Michoacán,AAC,0,20.34533236847059,-102.03084468841554,"hits,pop,reggae / world,rock",,,spanish,
"EXA FM 100.3 (Campeche) - 100.3 FM - XHMI-FM - NCS (Núcleo Comunicación del Sureste) - Campeche, Campeche",https://playerservices.streamtheworld.com/api/livestream-redirect/XHMIAAC.aac,https://26293.live.streamtheworld.com:443/XHMIAAC.aac,https://exafm.com/plaza/campeche/,https://cdn-profiles.tunein.com/s91430/images/logod.jpg,Mexico,MX,"Campeche, Campeche",AAC+,48,19.83934511018452,-90.51833152770998,"pop,rock",,,spanish,
"EXA FM 100.9 (Chihuahua) - 100.9 FM - XHLO-FM - Sistema Radio Lobo - Chihuahua, Chihuahua",https://playerservices.streamtheworld.com/api/livestream-redirect/XHLOAAC.aac,https://20603.live.streamtheworld.com:443/XHLOAAC.aac,https://exafm.com/plaza/chihuahua/,https://cdn-profiles.tunein.com/s248954/images/logod.png,Mexico,MX,"Chihuahua, Chihuahua",AAC+,64,28.63843674548642,-106.07617378234865,"hits,pop,rock",,,spanish,
"EXA FM 101.7 (Culiacán) - 101.7 FM - XHESA-FM - Grupo RSN - Culiacán, Sinaloa",https://playerservices.streamtheworld.com/api/livestream-redirect/XHESAAAC.AAC,https://19313.live.streamtheworld.com:443/XHESAAAC.aac,https://exafm.com/plaza/culiacan/,https://static.mytuner.mobi/media/tvos_radios/212/exa-fm-1017-culiacan.3aa500dc.jpg,Mexico,MX,"Culiacán, Sinaloa",AAC+,64,24.799632645661255,-107.39264488220216,"hits,rock",,,spanish,
Exa FM 101.7 Guatemala,https://stream.zeno.fm/czdkk32qduhvv,https://stream-152.zeno.fm/czdkk32qduhvv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJjemRrazMycWR1aHZ2IiwiaG9zdCI6InN0cmVhbS0xNTIuemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiT285NzNVN2tRUnFncmdaWkoydVdMZyIsImlhdCI6MTc1MDA2Mzk5OCwiZXhwIjoxNzUwMDY0MDU4fQ.ALQMHlTHLLbkXH1fltsIR-9eRWKLA6bddQt3weGeyKc,https://www.facebook.com/exafmguatemala/,https://www.facebook.com/favicon.ico,Guatemala,GT,Ciudad de Guatemala,MP3,0,14.626030940165991,-90.51652908325195,"hits,pop,reggae / world,rock",,,spanish,
"EXA FM 101.9 (Poza Rica) - 101.9 FM - XHRIC-FM - MVS Poza Rica (Estudio 101.9) - Poza Rica, Veracruz",https://playerservices.streamtheworld.com/api/livestream-redirect/XHRICAAC.aac,https://22203.live.streamtheworld.com:443/XHRICAAC.aac,https://exafm.com/plaza/poza-rica/,https://i.ibb.co/r784R9T/Exa-FM-Poza-Rica.jpg,Mexico,MX,"Poza Rica, Veracruz",AAC+,48,20.533271350042284,-97.45379447937012,"pop,rock",,,spanish,
"EXA FM 102.1 (San Luis Potosí) - 102.1 FM - XHESL-FM - MG Radio - San Luis Potosí, San Luis Potosí",https://playradio.mx/proxy/exafm?mp=/stream,https://playradio.mx/proxy/exafm?mp=/stream,https://exafm.com/plaza/san-luis-potosi/,https://upload.wikimedia.org/wikipedia/en/a/a1/XHESL_ExaFM_102.1_logo.jpg,Mexico,MX,"San Luis Potosí, San Luis Potosí",AAC+,64,22.152076293129294,-100.97559928894044,"pop,rock",,,spanish,
"EXA FM 102.7 (Nogales) - 102.7 FM - XHQT-FM - MVS Radio - Nogales, Sonora",https://playerservices.streamtheworld.com/api/livestream-redirect/XHQTAAC.aac,https://18743.live.streamtheworld.com:443/XHQTAAC.aac,https://exafm.com/plaza/nogales/,https://cdn-profiles.tunein.com/s12586/images/logog.png,Mexico,MX,"Nogales, Sonora",AAC+,48,31.3292820011281,-110.94539165496828,"pop,rock",,,"english,spanish",
"EXA FM 104.1 (Ensenada) - 104.1 FM - XHADA-FM - MVS Radio - Ensenada, Baja California",https://playerservices.streamtheworld.com/api/livestream-redirect/XHADAAAC.aac,https://20593.live.streamtheworld.com:443/XHADAAAC.aac,https://www.exafm.com/plaza/ensenada/,https://www.exafm.com/u/plantillas/p/exa-fm/imgs/favicons//apple-touch-icon.png?v2,Mexico,MX,"Ensenada, Baja California",AAC+,48,31.867464714798444,-116.60279273986818,"pop,rock",,,spanish,
"EXA FM 104.1 (León) - 104.1 FM - XHMD-FM - MVS Radio - León, Guanajuato",https://playerservices.streamtheworld.com/api/livestream-redirect/XHMDFMAAC.aac,https://19303.live.streamtheworld.com:443/XHMDFMAAC.aac,https://exafm.com/plaza/leon/,https://cdn-profiles.tunein.com/s91769/images/logod.png,Mexico,MX,"León, Guanajuato",AAC+,48,21.121850066595965,-101.6827690601349,"hits,pop",,,spanish,
"EXA FM 104.5 (Celaya) - 104.5 FM - XHZN-FM - TVR Comunicaciones - Celaya, Guanajuato",http://144.217.67.108:9148/;,http://144.217.67.108:9148/;,https://exafm.com/plaza/celaya/,https://cdn-profiles.tunein.com/s92121/images/logod.jpg,Mexico,MX,"Celaya, Guanajuato",MP3,80,20.522500352360087,-100.81303596496583,"pop,rock",,,spanish,
EXA FM 104.9 (CDMX) - 104.9 FM - XHEXA-FM - MVS Radio - Ciudad de México,https://playerservices.streamtheworld.com/api/livestream-redirect/XHEXAAAC.aac,https://26233.live.streamtheworld.com:443/XHEXAAAC.aac,https://www.exafm.com/,https://www.exafm.com/u/plantillas/p/exa-fm/imgs/favicons//apple-touch-icon.png?v2,Mexico,MX,Ciudad de México,AAC+,48,19.43547639857944,-99.1326427459717,"hits,pop",,,spanish,
"EXA FM 89.9 (La Piedad) - 89.9 FM - XHLP-FM - Guizar Comunicación Integral - La Piedad, Michoacán",https://stream.zeno.fm/fc7ydby53hhvv,https://stream-154.zeno.fm/fc7ydby53hhvv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJmYzd5ZGJ5NTNoaHZ2IiwiaG9zdCI6InN0cmVhbS0xNTQuemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiWGc2SVFtQ29TeTJlZ3prYXYtQ05XdyIsImlhdCI6MTc1MDA1NTExNywiZXhwIjoxNzUwMDU1MTc3fQ.uXHMadMKvN1E6ccvsnTashRHSKtHIf_ikU477wo8dQ0,https://exafm.com/plaza/la-piedad/,https://exafm.com/u/plantillas/p/exa-fm/imgs/favicons//apple-touch-icon.png?v2,Mexico,MX,"La Piedad, Michoacán",AAC,0,20.344608082164054,-102.03196048736574,"pop,rock",,,spanish,
"EXA FM 91.3 (Córdoba) - 91.3 FM - XHPT-FM - Radio Comunicaciones de las Altas Montañas - Córdoba, Veracruz",https://playerservices.streamtheworld.com/api/livestream-redirect/XHPTAAC.aac,https://26353.live.streamtheworld.com:443/XHPTAAC.aac,https://exafm.com/plaza/cordoba/,https://exafm.com/u/plantillas/p/exa-fm/imgs/favicons//apple-touch-icon.png?v2,Mexico,MX,"Córdoba, Veracruz",AAC+,64,18.89536726277297,-96.93486213684083,"pop,rock",,,spanish,
"EXA FM 91.9 (Ciudad Mante) - 91.9 FM - XHRLM-FM - ORT Radio - Ciudad Mante, Tamaulipas",https://s01.digitalserver.org:7034/;,https://s01.digitalserver.org:7034/;,https://exafm.com/plaza/cd-mante/,https://cdn-profiles.tunein.com/s90288/images/logog.png,Mexico,MX,"Ciudad Mante, Tamaulipas",MP3,128,22.743219035409524,-98.97196769714355,"hits,pop,reggae / world,rock",,,spanish,
"EXA FM 93.5 (Irapuato) - 93.5 FM - XHNY-FM - Irapuato, Guanajuato",https://playerservices.streamtheworld.com/api/livestream-redirect/XHNYAAC.aac,https://14223.live.streamtheworld.com:443/XHNYAAC.aac,https://exafm.com/plaza/irapuato/,https://cdn-profiles.tunein.com/s87729/images/logod.png,Mexico,MX,"Irapuato, Guanajuato",AAC+,128,20.676697044351236,-101.3520097732544,"hits,pop",,,spanish,
"EXA FM 94.1 (Puebla) - 94.1 FM - XHJE-FM - MVS Radio - Puebla, Puebla",https://playerservices.streamtheworld.com/api/livestream-redirect/XHJEFMAAC.aac,https://22213.live.streamtheworld.com:443/XHJEFMAAC.aac,https://exafm.com/plaza/puebla/,https://exafm.com/u/plantillas/p/exa-fm/imgs/favicons//apple-touch-icon.png?v2,Mexico,MX,"Puebla, Puebla",AAC+,64,19.045691961496,-98.19811820983888,"pop,rock",,,spanish,
"EXA FM 94.5 (Ciudad Victoria) - 94.5 FM - XHBJ-FM - ORT Radio - Ciudad Victoria, Tamaulipas",https://s01.digitalserver.org:7038/;,https://s01.digitalserver.org:7038/;,https://exafm.com/plaza/ciudad-victoria/,https://cdn-profiles.tunein.com/s91207/images/logod.png,Mexico,MX,"Ciudad Victoria, Tamaulipas",MP3,48,23.741317874638597,-99.14414405822755,rock,,,spanish,
"EXA FM 95.3 (Tampico) - 95.3 FM - XHOX-FM - MVS Radio - Tampico, Tamaulipas",https://playerservices.streamtheworld.com/api/livestream-redirect/XHOXAAC.aac,https://18813.live.streamtheworld.com:443/XHOXAAC.aac,https://exafm.com/plaza/tampico/,https://exafm.com/u/plantillas/p/exa-fm/imgs/favicons//apple-touch-icon.png?v2,Mexico,MX,"Tampico, Tamaulipas",AAC+,48,22.216391833733233,-97.85775661468506,"pop,rock",,,spanish,
"EXA FM 95.5 (Torreón) - 95.5 FM - XHMP-FM - Grupo Radio Estéreo Mayran - Torreón, Coahuila",https://playerservices.streamtheworld.com/api/livestream-redirect/XHMPAAC.aac,https://26423.live.streamtheworld.com:443/XHMPAAC.aac,https://exafm.com/plaza/torreon/,https://i.ibb.co/xYbtyzz/Exa-FM-Torreon.png,Mexico,MX,"Torreón, Coahuila",AAC+,48,25.54441864804616,-103.41078758239748,"hits,pop,reggae / world,rock",,,spanish,
"EXA FM 95.7 (Cuernavaca) - 95.7 FM - XHCT-FM - MVS Radio - Cuernavaca, Morelos",https://playerservices.streamtheworld.com/api/livestream-redirect/XHCTAAC.aac,https://26253.live.streamtheworld.com:443/XHCTAAC.aac,https://exafm.com/cuernavaca/,https://exafm.com/favicon.ico,Mexico,MX,Morelos,AAC+,48,18.92281243857957,-99.23323631286624,"hits,pop",,,spanish,
"EXA FM 97.3 (Aguascalientes) - 97.3 FM - XHAGC-FM - Radio Universal - Aguascalientes, Aguascalientes",https://playerservices.streamtheworld.com/api/livestream-redirect/XHAGCAAC.aac,https://19003.live.streamtheworld.com:443/XHAGCAAC.aac,https://exafm.com/plaza/aguascalientes/,https://cdn-profiles.tunein.com/s88038/images/logod.jpg,Mexico,MX,"Aguascalientes, Aguascalientes",AAC+,64,21.882330354083077,-102.29670524597168,"hits,pop,rock",,,spanish,
"EXA FM 98.1 (Guasave) - 98.1 FM - XHGSE-FM - Grupo RSN - Guasave, Sinaloa",https://a6.asurahosting.com:8020/radio.mp3,https://a6.asurahosting.com:8020/radio.mp3,https://exafm.com/plaza/guasave/,https://cdn-profiles.tunein.com/s90924/images/logod.jpg,Mexico,MX,"Guasave, Sinaloa",MP3,128,25.57616518941698,-108.46810340881348,rock,,,spanish,
"EXA FM 98.3 (Ciudad Juárez/El Paso) - 98.3 FM - XHPX-FM - MVS Radio - Ciudad Juárez, Chihuahua",https://playerservices.streamtheworld.com/api/livestream-redirect/XHPXAAC.aac,https://26303.live.streamtheworld.com:443/XHPXAAC.aac,https://exafm.com/plaza/el-paso/,https://cdn-profiles.tunein.com/s24575/images/logod.png,Mexico,MX,"Ciudad Juárez, Chihuahua",AAC+,48,31.74770158463267,-106.48695141077044,"hits,pop,reggae / world,rock",,,spanish,
"EXA FM 98.5 (Oaxaca) - 98.5 FM - XHNR-FM - Organización Radiofónica de Oaxaca (ORO) - Oaxaca, Oaxaca",http://ororadio2.serverroom.us:4638/,http://ororadio2.serverroom.us:4638/,https://i.ibb.co/6Bp44qz/Exa-FM-Oaxaca.jpg,,Mexico,MX,"Oaxaca, Oaxaca",MP3,32,17.0651156098555,-96.72577857971191,"hits,pop,rock",,,spanish,
"EXA FM 99.3 (Acapulco) - 99.3 FM - XHNQ-FM - MVS Radio - Acapulco, Guerrero",https://playerservices.streamtheworld.com/api/livestream-redirect/XHNQAAC.aac,https://27063.live.streamtheworld.com:443/XHNQAAC.aac,https://exafm.com/plaza/acapulco/,https://cdn-profiles.tunein.com/s8104/images/logod.png,Mexico,MX,"Acapulco, Guerrero",AAC+,48,16.836270002331073,-99.90830540657043,"hits,reggae / world,rock",,,spanish,
